application_number,sponsor_name,brand_name,dosage_form,route,marketing_status,prescription,price_per_dose
ANDA209932,PHARMOBEDIENT,MAGNESIUM SULFATE IN DEXTROSE 5% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Prescription,chronic respiratory,1711.51
ANDA209933,AMPHASTAR PHARMS INC,NEOSTIGMINE METHYLSULFATE,SOLUTION,INTRAVENOUS,Prescription,other,943.52
ANDA209934,EPIC PHARMA LLC,LEVETIRACETAM,INJECTABLE,INTRAVENOUS,Discontinued,other,805.04
ANDA209937,HIKMA,SODIUM TETRADECYL SULFATE,INJECTABLE,INJECTION,Prescription,cardiovascular,9362.76
ANDA209944,SUNSHINE LAKE,APIXABAN,TABLET,ORAL,None (Tentative Approval),hepatitis,4993.12
ANDA209956,TEVA PHARMS USA,POMALIDOMIDE,CAPSULE,ORAL,Prescription,other,434.35
ANDA209965,MSN,FOSAPREPITANT DIMEGLUMINE,POWDER,INTRAVENOUS,Prescription,other,227.85
ANDA209968,AVET LIFESCIENCES,PHENYLEPHRINE HYDROCHLORIDE,SOLUTION,INTRAVENOUS,Prescription,cardiovascular,5622.04
ANDA209978,ENCUBE,HALOBETASOL PROPIONATE,OINTMENT,TOPICAL,Discontinued,cardiovascular,8817.29
NDA209988,SCPHARMACEUTICALS,FUROSCIX,SOLUTION,SUBCUTANEOUS,Prescription,HIV,2355.37
ANDA209990,AMNEAL,NYSTATIN AND TRIAMCINOLONE ACETONIDE,CREAM,TOPICAL,Prescription,chronic respiratory,2551.73
ANDA210030,HETERO LABS LTD V,TEMOZOLOMIDE,CAPSULE,ORAL,Prescription,diabetes,70.17
ANDA210043,AMNEAL,METHYLPREDNISOLONE ACETATE,INJECTABLE,INJECTION,Prescription,chronic respiratory,2131.25
ANDA210044,AMNEAL,FULVESTRANT,SOLUTION,INTRAMUSCULAR,Prescription,HIV,1965.62
NDA210045,PURPLE BIOTECH,CONSENSI,TABLET,ORAL,Discontinued,cancer,35298.51
ANDA210058,ZYDUS PHARMS,AMBRISENTAN,TABLET,ORAL,Prescription,other,887.41
NDA210063,AVYXA HOLDINGS,FULVESTRANT,SOLUTION,INTRAMUSCULAR,Discontinued,cardiovascular,640.05
NDA210064,TEVA PHARMS USA,FOSAPREPITANT DIMEGLUMINE,POWDER,INTRAVENOUS,Prescription,tuberculosis,4862.13
ANDA210081,TWI PHARMS,BUPROPION HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,other,9.24
ANDA210093,PURACAP PHARM LLC,OMEGA-3-ACID ETHYL ESTERS,CAPSULE,ORAL,Prescription,hepatitis,4730.69
ANDA210096,PH HEALTH,TRIENTINE HYDROCHLORIDE,CAPSULE,ORAL,Prescription,ETS,2762.84
ANDA210102,GLAND,ROPIVACAINE HYDROCHLORIDE,SOLUTION,INJECTION,Prescription,cardiovascular,7039.33
ANDA210117,ZYDUS PHARMS,ALLOPURINOL,TABLET,ORAL,Prescription,other,187.95
ANDA210148,ACCORD HLTHCARE INC,BUSULFAN,INJECTABLE,INJECTION,Prescription,cardiovascular,6559.4
ANDA210180,ACCORD HLTHCARE,APIXABAN,TABLET,ORAL,Prescription,HIV,4415.69
ANDA210185,ZYDUS PHARMS,APIXABAN,TABLET,ORAL,Discontinued,cardiovascular,1437.83
ANDA210203,HETERO LABS LTD V,CAPECITABINE,TABLET,ORAL,Prescription,diabetes,69.06
ANDA210283,HOSPIRA,CLOFARABINE,SOLUTION,INTRAVENOUS,Discontinued,cardiovascular,3074.58
ANDA210332,FRESENIUS KABI USA,DEXTROSE 5% AND LACTATED RINGER'S,INJECTABLE,INJECTION,Discontinued,other,162.56
ANDA210333,MEITHEAL,PHENYLEPHRINE HYDROCHLORIDE,SOLUTION,INTRAVENOUS,Prescription,cancer,11242.46
ANDA210363,REGCON HOLDINGS,DIAZEPAM,INJECTABLE,INJECTION,Prescription,other,678.64
ANDA210377,MACLEODS PHARMS LTD,DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE",ORAL,Prescription,other,214.61
ANDA210390,TORRENT,DIMETHYL FUMARATE,"CAPSULE, DELAYED RELEASE",ORAL,Discontinued,chronic respiratory,3351.72
NDA020087,ORTHO MCNEIL PHARM,FLOXIN,INJECTABLE,INJECTION,Discontinued,other,862.07
NDA020087,ORTHO MCNEIL PHARM,FLOXIN IN DEXTROSE 5% IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,other,652.37
NDA020087,ORTHO MCNEIL PHARM,FLOXIN IN DEXTROSE 5%,INJECTABLE,INJECTION,Discontinued,other,120.25
ANDA210425,GRANULES,COLCHICINE,TABLET,ORAL,Prescription,cancer,57443.04
ANDA210484,ELITE LABS INC,METHADONE HYDROCHLORIDE,TABLET,ORAL,Prescription,other,394.24
ANDA210497,ACCORD HLTHCARE,BUPROPION HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,other,344.03
ANDA210503,LAURUS LABS LTD,CANAGLIFLOZIN,TABLET,ORAL,None (Tentative Approval),cancer,31989.44
ANDA210510,ABHAI LLC,ATOVAQUONE,SUSPENSION,ORAL,Prescription,chronic respiratory,4650.69
ANDA210524,IONETIX,AMMONIA N 13,INJECTABLE,INTRAVENOUS,Prescription,other,742.76
ANDA210575,ZYDUS PHARMS,ATAZANAVIR SULFATE,CAPSULE,ORAL,Discontinued,cancer,13558.11
ANDA210634,APOZEAL PHARMS,HYDROXYZINE HYDROCHLORIDE,SYRUP,ORAL,Prescription,diabetes,121.4
ANDA210654,PURACAP PHARM LLC,ETHOSUXIMIDE,CAPSULE,ORAL,Prescription,tuberculosis,1625.2
NDA210660,EXELA PHARMA,ELCYS,SOLUTION,INTRAVENOUS,Prescription,other,977.96
ANDA210663,SANKALP LIFECARE,HYDROCODONE BITARTRATE AND HOMATROPINE METHYLBROMIDE,SYRUP,ORAL,Discontinued,cancer,97807.29
ANDA210692,HETERO LABS LTD III,ATOVAQUONE,SUSPENSION,ORAL,Prescription,hepatitis,1631.7
ANDA210727,STEVENS J,DEFERASIROX,TABLET,ORAL,Discontinued,hepatitis,1792.96
NDA210730,TREVENA,OLINVYK,SOLUTION,INTRAVENOUS,Discontinued,ETS,3017.1
ANDA210760,SUN PHARM,MEDROXYPROGESTERONE ACETATE,INJECTABLE,INJECTION,Discontinued,diabetes,121.9
NDA020131,BRACCO,PROHANCE,INJECTABLE,INJECTION,Prescription,diabetes,81.97
ANDA210766,PHARM ASSOC,POTASSIUM CHLORIDE,SOLUTION,ORAL,Prescription,chronic respiratory,3319.04
ANDA210775,RISING,TOLTERODINE TARTRATE,TABLET,ORAL,Prescription,tuberculosis,1703.94
ANDA210789,DR REDDYS LABS SA,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,TABLET,ORAL,Discontinued,diabetes,148.06
NDA210833,ASSERTIO SPECLTY,SYMPAZAN,FILM,ORAL,Prescription,cardiovascular,3867.63
NDA210867,MDGH,MOXIDECTIN,TABLET,ORAL,Prescription,other,700.51
ANDA210876,TEVA PHARMS USA,"DEXTROAMP SACCHARATE, AMP ASPARTATE, DEXTROAMP SULFATE AND AMP SULFATE","CAPSULE, EXTENDED RELEASE",ORAL,Prescription,other,668.13
ANDA210891,YILING,PREGABALIN,CAPSULE,ORAL,Prescription,other,509.3
ANDA210907,UNICHEM,BUSPIRONE HYDROCHLORIDE,TABLET,ORAL,Prescription,chronic respiratory,3538.46
NDA210923,VANCOCIN ITALIA,MULPLETA,TABLET,ORAL,Prescription,other,461.5
NDA210933,ALCON LABS INC,EYSUVIS,SUSPENSION/DROPS,OPHTHALMIC,Prescription,hepatitis,624.88
NDA210942,SCILEX PHARMS,GLOPERBA,SOLUTION,ORAL,Prescription,cardiovascular,1861.96
NDA020151,WYETH PHARMS INC,EFFEXOR,TABLET,ORAL,Discontinued,chronic respiratory,1267.67
ANDA210963,LAURUS LABS LTD,DOLUTEGRAVIR SODIUM,TABLET,ORAL,None (Tentative Approval),cancer,6510.25
ANDA210965,EUGIA PHARMA,PROGESTERONE,INJECTABLE,INJECTION,Prescription,other,711.67
ANDA210968,EUGIA PHARMA,OLANZAPINE,POWDER,INTRAMUSCULAR,Prescription,HIV,1868.58
ANDA210971,NOVITIUM PHARMA,PRAZOSIN HYDROCHLORIDE,CAPSULE,ORAL,Prescription,other,94.43
ANDA211024,PRINSTON PHARMA INC,VORTIOXETINE,TABLET,ORAL,None (Tentative Approval),chronic respiratory,4108.79
ANDA211027,MYLAN,HALCINONIDE,CREAM,TOPICAL,Prescription,other,683.97
ANDA211052,YICHANG HUMANWELL,METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,other,452.77
ANDA211068,CARLSBAD,AZITHROMYCIN,TABLET,ORAL,Prescription,diabetes,87.11
ANDA211075,GRANULES,FEXOFENADINE HYDROCHLORIDE ALLERGY,TABLET,ORAL,Over-the-counter,diabetes,72.76
ANDA211094,TEVA PHARMS USA,DASATINIB,TABLET,ORAL,Prescription,ETS,2318.95
ANDA020167,MYLAN PHARMS INC,ESTRADIOL,SYSTEM,TRANSDERMAL,Prescription,other,885.36
ANDA211122,RISING,FENOFIBRATE,TABLET,ORAL,Prescription,tuberculosis,982.56
NDA020171,FRESENIUS MEDCL,DELFLEX W/ DEXTROSE 4.25% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER,SOLUTION,INTRAPERITONEAL,Prescription,chronic respiratory,2864.86
NDA020171,FRESENIUS MEDCL,DELFLEX W/ DEXTROSE 1.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER,SOLUTION,INTRAPERITONEAL,Prescription,other,961.72
NDA020171,FRESENIUS MEDCL,DELFLEX W/ DEXTROSE 2.5% LOW MAGNESIUM LOW CALCIUM IN PLASTIC CONTAINER,SOLUTION,INTRAPERITONEAL,Prescription,cardiovascular,6389.31
ANDA211165,MACLEODS PHARMACEUTICALS LTD,VORTIOXETINE HYDROBROMIDE,TABLET:FILM COATED,ORAL,None (Tentative Approval),chronic respiratory,2227.83
NDA020173,BAXTER HLTHCARE,TRAVASOL 5.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,diabetes,157.46
NDA020173,BAXTER HLTHCARE,TRAVASOL 8.5% SULFITE FREE W/ ELECTROLYTES IN PLASTIC CONTAINER,INJECTABLE,INJECTION,Discontinued,other,824.75
ANDA211229,AMNEAL,CARMUSTINE,INJECTABLE,INJECTION,Prescription,other,590.93
ANDA211231,PH HEALTH,PENICILLAMINE,CAPSULE,ORAL,Prescription,cardiovascular,8724.73
ANDA211250,ALKEM LABS LTD,COLCHICINE,TABLET,ORAL,Prescription,ETS,2597.23
NDA004125,ABBVIE,SULFADIAZINE,TABLET,ORAL,Discontinued,other,830.2
ANDA211269,FRESENIUS KABI USA,MITOMYCIN,INJECTABLE,INJECTION,Prescription,other,952.07
ANDA211295,ENCUBE,CLOBETASOL PROPIONATE,OINTMENT,TOPICAL,Prescription,other,501.74
ANDA211298,UMEDICA,TADALAFIL,TABLET,ORAL,Prescription,cancer,60579.17
NDA211321,UCB INC,NAYZILAM,SPRAY,NASAL,Prescription,other,609.86
ANDA211323,CADILA PHARMS LTD,VENLAFAXINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,other,781.65
ANDA211328,DR REDDYS LABS SA,HALOETTE,RING,VAGINAL,Prescription,other,823.14
ANDA211334,SANDOZ,GLYCOPYRROLATE,INJECTABLE,INJECTION,Prescription,HIV,184.79
ANDA211335,SUNSHINE,TADALAFIL,TABLET,ORAL,Prescription,other,733.63
ANDA211344,ZYDUS LIFESCIENCES,IBRUTINIB,CAPSULE,ORAL,Discontinued,chronic respiratory,3929.89
NDA020193,JANSSEN PHARMS,ELMIRON,CAPSULE,ORAL,Prescription,diabetes,155.06
ANDA211407,CHARTWELL,FENOFIBRATE (MICRONIZED),CAPSULE,ORAL,Prescription,other,713.98
ANDA211421,NUVO PHARMS INC,CHLORDIAZEPOXIDE HYDROCHLORIDE AND CLIDINIUM BROMIDE,CAPSULE,ORAL,Prescription,chronic respiratory,254.94
ANDA211423,RISING,SOLIFENACIN SUCCINATE,TABLET,ORAL,Prescription,other,442.6
ANDA211449,ZYDUS PHARMS,CLOBAZAM,TABLET,ORAL,Prescription,chronic respiratory,4099.99
ANDA211489,AUROBINDO PHARMA LIMITED,DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,TABLET,ORAL,None (Tentative Approval),other,934.07
ANDA211494,SAPTALIS PHARMS,CLOBETASOL PROPIONATE,SOLUTION,TOPICAL,Prescription,diabetes,84.42
NDA020208,BAUSCH,METROGEL-VAGINAL,GEL,VAGINAL,Discontinued,diabetes,136.88
ANDA211528,APOTEX INC,LEVOCETIRIZINE DIHYDROCHLORIDE,SOLUTION,ORAL,Prescription,cardiovascular,8053.09
ANDA211556,HIBROW HLTHCARE,ACETAZOLAMIDE,TABLET,ORAL,Prescription,tuberculosis,3774.42
ANDA211559,MACLEODS PHARMACEUTICALS LTD,DAPAGLIFLOZIN AND METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,None (Tentative Approval),cardiovascular,6207.96
ANDA211572,SOMERSET THERAPS LLC,TRIMETHOPRIM SULFATE AND POLYMYXIN B SULFATE,SOLUTION/DROPS,OPHTHALMIC,Prescription,cancer,2065.38
ANDA211607,APOTEX,TASIMELTEON,CAPSULE,ORAL,Prescription,other,724.16
NDA020215,OMNIVIUM PHARMS,MONOKET,TABLET,ORAL,Prescription,cancer,77369.6
NDA211617,ESPERION THERAPS INC,NEXLIZET,TABLET,ORAL,Prescription,cancer,72340.38
ANDA211619,IXORA LIFESCIENCE,DOXEPIN HYDROCHLORIDE,CAPSULE,ORAL,Prescription,chronic respiratory,3840.76
ANDA211639,AUROLIFE PHARMA LLC,AMPHETAMINE SULFATE,TABLET,ORAL,Prescription,cancer,43205.31
ANDA211644,SUN PHARMA CANADA,TRETINOIN,CREAM,TOPICAL,Prescription,cancer,99376.46
NDA211651,PFIZER,TALZENNA,CAPSULE,ORAL,Discontinued,other,771.02
ANDA211661,SLATE RUN PHARMA,VORICONAZOLE,POWDER,INTRAVENOUS,Prescription,chronic respiratory,2914.47
ANDA211663,SCIEGEN PHARMS,EZETIMIBE AND SIMVASTATIN,TABLET,ORAL,Discontinued,cancer,93432.29
ANDA211695,AUROBINDO PHARMA LTD,"ACETAMINOPHEN, ASPIRIN AND CAFFEINE",TABLET,ORAL,Over-the-counter,ETS,4545.58
ANDA211713,XELLIA PHARMS APS,MICAFUNGIN SODIUM,INJECTABLE,INTRAVENOUS,Prescription,infc respiratory,4082.11
NDA211737,CRISTAL ASU LLC,"NITROGEN, NF",GAS,INHALATION,Prescription,cancer,56456.75
ANDA211750,GLENMARK PHARMS LTD,HYDROCORTISONE VALERATE,OINTMENT,TOPICAL,Discontinued,diabetes,129.07
ANDA211775,ALKEM LABS LTD,CEFIXIME,FOR SUSPENSION,ORAL,Prescription,other,329.38
NDA020232,ACTAVIS LABS UT INC,FIORICET W/ CODEINE,CAPSULE,ORAL,Prescription,cancer,25237.62
NDA211781,"A-OX WELDING SUPPLY CO, INC.","HELIUM, USP",GAS,INHALATION,Prescription,cardiovascular,5147.98
ANDA211791,ALEMBIC,AZITHROMYCIN,TABLET,ORAL,Prescription,other,578.2
ANDA211823,ALEMBIC,OSELTAMIVIR PHOSPHATE,CAPSULE,ORAL,Prescription,other,245.28
NDA009273,IMPAX LABS,RAUWOLFIA SERPENTINA,TABLET,ORAL,Discontinued,HIV,4616.88
ANDA211864,EUGIA PHARMA,ISOPROTERENOL HYDROCHLORIDE,INJECTABLE,INJECTION,Discontinued,other,557.72
ANDA211867,DR REDDYS,PENICILLAMINE,CAPSULE,ORAL,Prescription,cardiovascular,5288.73
ANDA211869,FRESENIUS KABI USA,ISOSULFAN BLUE,SOLUTION,SUBCUTANEOUS,Discontinued,HIV,2206.41
ANDA211893,APPCO,RANITIDINE HYDROCHLORIDE,CAPSULE,ORAL,Discontinued,diabetes,58.71
ANDA211918,ANDOR PHARMS,METHYLPHENIDATE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,chronic respiratory,4417.89
NDA211929,SUN PHARM INDS INC,ORTIKOS,"CAPSULE, DELAYED RELEASE",ORAL,Discontinued,diabetes,97.55
ANDA211934,EUGIA PHARMA,SODIUM NITROPRUSSIDE,INJECTABLE,INJECTION,Discontinued,other,642.82
ANDA211943,SAPTALIS PHARMS,CYCLOSPORINE,EMULSION,OPHTHALMIC,Prescription,other,607.83
ANDA211953,RUBICON RESEARCH,LABETALOL HYDROCHLORIDE,TABLET,ORAL,Prescription,diabetes,137.67
ANDA211954,MICRO LABS,LEVETIRACETAM,INJECTABLE,INTRAVENOUS,Prescription,cancer,52666.08
ANDA211959,CHARTWELL RX,CLOBAZAM,TABLET,ORAL,Discontinued,HIV,948.13
ANDA211992,ASCENT PHARMS INC,POTASSIUM CHLORIDE,SOLUTION,ORAL,Prescription,chronic respiratory,1439.0
ANDA212007,EXELA PHARMA,ZINC CHLORIDE,INJECTABLE,INJECTION,Prescription,cancer,52513.97
ANDA212025,TP ANDA HOLDINGS,APOMORPHINE HYDROCHLORIDE,INJECTABLE,SUBCUTANEOUS,Prescription,other,789.55
NDA212038,PURDUE PHARMA LP,ADHANSIA XR,"CAPSULE, EXTENDED RELEASE",ORAL,Discontinued,other,432.56
ANDA212124,MACLEODS PHARMS LTD,LURASIDONE HYDROCHLORIDE,TABLET,ORAL,Prescription,other,204.72
ANDA212160,WINDER LABS LLC,DEXTROAMPHETAMINE SULFATE,TABLET,ORAL,Prescription,other,88.86
ANDA212181,EMCURE PHARMS LTD,ABACAVIR || DOLUTEGRAVIR || LAMIVUDINE,TABLET,ORAL,None (Tentative Approval),cardiovascular,6646.96
ANDA212197,QUAGEN,ALBUTEROL SULFATE,SYRUP,ORAL,Prescription,infc respiratory,2145.53
ANDA212204,HETERO LABS LTD VI,BORTEZOMIB,INJECTABLE,"INTRAVENOUS, SUBCUTANEOUS",Prescription,other,126.25
ANDA212232,AUROBINDO PHARMA LTD,FENOFIBRATE (MICRONIZED),CAPSULE,ORAL,Prescription,chronic respiratory,3388.61
ANDA212256,AMNEAL,TAVABOROLE,SOLUTION,TOPICAL,Discontinued,other,208.37
NDA212271,MEITHEAL,CONTEPO,POWDER,INTRAVENOUS,Prescription,diabetes,126.35
NDA212319,RAFA LABS LTD,ATROPINE (AUTOINJECTOR),SOLUTION,INTRAMUSCULAR,Discontinued,cardiovascular,3096.57
ANDA212328,SUNSHINE,DULOXETINE HYDROCHLORIDE,"CAPSULE, DELAYED REL PELLETS",ORAL,Prescription,infc respiratory,4661.87
NDA020289,BAYER HEALTHCARE LLC,GYNE-LOTRIMIN COMBINATION PACK,"CREAM, TABLET","TOPICAL, VAGINAL",Discontinued,hepatitis,1180.03
ANDA212338,MACLEODS PHARMS LTD,METFORMIN HYDROCHLORIDE AND SITAGLIPTIN PHOSPHATE,TABLET,FILM COATED,Prescription,other,420.5
ANDA212368,PADAGIS ISRAEL,PENCICLOVIR,CREAM,TOPICAL,Prescription,other,959.53
ANDA212383,ENCUBE,DAPSONE,GEL,TOPICAL,Prescription,cardiovascular,3221.32
ANDA212387,ENCUBE,TACROLIMUS,OINTMENT,TOPICAL,Prescription,ETS,3240.74
ANDA212399,ACCORD HLTHCARE,LEVOTHYROXINE SODIUM,TABLET,ORAL,Prescription,hepatitis,1617.8
ANDA212409,AUROBINDO PHARMA LTD,CETIRIZINE HYDROCHLORIDE AND PSEUDOEPHEDRINE HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,diabetes,66.6
ANDA212414,HETERO LABS LTD V,LENALIDOMIDE,CAPSULE,ORAL,Prescription,other,627.92
ANDA212440,ALKEM LABS LTD,SILDENAFIL CITRATE,FOR SUSPENSION,ORAL,Prescription,diabetes,187.4
ANDA212449,DR REDDYS,ELIGLUSTAT TARTRATE,CAPSULE,ORAL,Discontinued,other,453.11
ANDA212452,HIBROW HLTHCARE,URSODIOL,CAPSULE,ORAL,Prescription,chronic respiratory,3149.57
ANDA212475,ANNORA PHARMA,ZAFIRLUKAST,TABLET,ORAL,Prescription,ETS,3064.05
ANDA212487,PRAXGEN,DOXYCYCLINE HYCLATE,TABLET,ORAL,Discontinued,cancer,41625.95
NDA020312,UCB INC,UNIVASC,TABLET,ORAL,Discontinued,cardiovascular,6168.22
NDA212501,DR REDDYS,CYCLOPHOSPHAMIDE,SOLUTION,INTRAVENOUS,Prescription,cancer,26079.94
ANDA212524,TORRENT,CARBAMAZEPINE,"TABLET, EXTENDED RELEASE",ORAL,Prescription,infc respiratory,1921.29
NDA212527,CIPLA USA INC.,DOLUTEGRAVIR LAMIVUDINE TENOFOVIR ALAFENAMIDE,TABLET,ORAL,None (Tentative Approval),cancer,44343.42
ANDA212548,XIROMED,FOSFOMYCIN TROMETHAMINE,FOR SOLUTION,ORAL,Prescription,chronic respiratory,4326.84
ANDA212604,PATRIN,PREGABALIN,SOLUTION,ORAL,Prescription,cancer,34963.62
ANDA212613,AMPHASTAR PHARMS INC,GANIRELIX ACETATE,INJECTABLE,INJECTION,Prescription,diabetes,145.27
ANDA212638,BRECKENRIDGE,SUCCINYLCHOLINE CHLORIDE,INJECTABLE,INJECTION,Discontinued,infc respiratory,1106.35
ANDA212675,FRESENIUS KABI USA,CALCITONIN-SALMON,INJECTABLE,INJECTION,Prescription,hepatitis,1300.22
NDA020333,TAKEDA PHARMS USA,AGRYLIN,CAPSULE,ORAL,Prescription,chronic respiratory,3259.72
ANDA212689,ZYDUS PHARMS,EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE,TABLET,ORAL,Prescription,cancer,76278.53
ANDA212694,QUAGEN,BENZTROPINE MESYLATE,TABLET,ORAL,Prescription,chronic respiratory,2337.48
ANDA212727,RISING,DOXAZOSIN MESYLATE,TABLET,ORAL,Prescription,cardiovascular,3384.24
ANDA212743,PH HEALTH,CHLORZOXAZONE,TABLET,ORAL,Prescription,diabetes,186.54
ANDA212774,AUROBINDO PHARMA LTD,MIDODRINE HYDROCHLORIDE,TABLET,ORAL,Prescription,other,136.67
ANDA212775,AUROBINDO PHARMA LTD,AZELASTINE HYDROCHLORIDE,"SPRAY, METERED",NASAL,Discontinued,chronic respiratory,3617.54
NDA004570,PHARMACIA AND UPJOHN,HEPARIN SODIUM,INJECTABLE,INJECTION,Discontinued,chronic respiratory,3466.35
ANDA212869,SINOTHERAPEUTICS INC,SITAGLIPTIN AND METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,None (Tentative Approval),other,690.55
ANDA212871,OMNIVIUM PHARMS,GLYCOPYRROLATE,INJECTABLE,INJECTION,Prescription,chronic respiratory,4680.33
NDA212888,VIIV HLTHCARE,CABENUVA KIT,"SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,Prescription,cardiovascular,7295.49
NDA212905,VERRICA PHARMS,YCANTH,SOLUTION,TOPICAL,Prescription,other,302.26
ANDA212918,BIONPHARMA,ATOVAQUONE,SUSPENSION,ORAL,Prescription,other,354.06
ANDA212955,PURDUE PHARMA LP,NALMEFENE HYDROCHLORIDE,SOLUTION,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Prescription,chronic respiratory,1986.0
ANDA212959,MEITHEAL,DECITABINE,INJECTABLE,INTRAVENOUS,Prescription,diabetes,54.62
NDA020363,NOVARTIS,FAMVIR,TABLET,ORAL,Discontinued,tuberculosis,4571.88
ANDA212970,EPIC PHARMA LLC,SEVELAMER CARBONATE,TABLET,ORAL,Discontinued,other,74.48
ANDA213001,GLAND,FOSCARNET SODIUM,SOLUTION,INTRAVENOUS,Prescription,other,700.09
ANDA213019,AJANTA PHARMA LTD,VARENICLINE TARTRATE,TABLET,ORAL,Prescription,other,730.43
NDA213026,SAREPTA THERAPS INC,AMONDYS 45,SOLUTION,INTRAVENOUS,Prescription,cardiovascular,8444.96
NDA213051,NOVO,RYBELSUS,TABLET,ORAL,Prescription,cancer,55425.55
ANDA020374,FRESENIUS,INPERSOL-LC/LM W/ DEXTROSE 2.5% IN PLASTIC CONTAINER,SOLUTION,INTRAPERITONEAL,Discontinued,hepatitis,3640.06
ANDA020374,FRESENIUS,INPERSOL-LC/LM W/ DEXTROSE 3.5% IN PLASTIC CONTAINER,SOLUTION,INTRAPERITONEAL,Discontinued,other,303.42
ANDA020374,FRESENIUS,INPERSOL-LC/LM W/ DEXTROSE 1.5% IN PLASTIC CONTAINER,SOLUTION,INTRAPERITONEAL,Discontinued,chronic respiratory,3740.64
ANDA020374,FRESENIUS,INPERSOL-LC/LM W/ DEXTROSE 4.25% IN PLASTIC CONTAINER,SOLUTION,INTRAPERITONEAL,Discontinued,other,344.07
ANDA213070,ONESOURCE SPECIALTY,LOPERAMIDE HYDROCHLORIDE,CAPSULE,ORAL,Over-the-counter,cardiovascular,9033.24
ANDA213081,SHUANGCHENG,EPTIFIBATIDE,INJECTABLE,INJECTION,Prescription,cardiovascular,1675.65
NDA020377,WYETH PHARMS INC,CORDARONE,INJECTABLE,INJECTION,Discontinued,diabetes,97.36
NDA213135,AZURITY,SUTAB,TABLET,ORAL,Prescription,chronic respiratory,2518.91
NDA213138,CUBIST PHARMS LLC,DIFICID,FOR SUSPENSION,ORAL,Prescription,other,776.07
ANDA213163,AUROBINDO PHARMA,ZAFIRLUKAST,TABLET,ORAL,Prescription,ETS,3756.56
ANDA213183,ALKEM LABS LTD,OXCARBAZEPINE,SUSPENSION,ORAL,Prescription,cancer,21229.54
ANDA213202,MICRO LABS,CAFFEINE CITRATE,SOLUTION,ORAL,Prescription,hepatitis,763.97
ANDA213219,MICRO LABS,CLOMIPRAMINE HYDROCHLORIDE,CAPSULE,ORAL,Prescription,chronic respiratory,1554.65
ANDA213255,MYLAN,ACETAMINOPHEN,SOLUTION,INTRAVENOUS,Prescription,chronic respiratory,2444.58
ANDA213278,EUGIA PHARMA,IRINOTECAN HYDROCHLORIDE,INJECTABLE,INJECTION,Prescription,other,539.47
ANDA213284,UNICHEM,CARBAMAZEPINE,TABLET,ORAL,Prescription,other,429.71
ANDA213302,UNICHEM,ATENOLOL AND CHLORTHALIDONE,TABLET,ORAL,Prescription,diabetes,149.46
ANDA213306,GRANULES,VALGANCICLOVIR HYDROCHLORIDE,FOR SOLUTION,ORAL,Prescription,cancer,42870.38
ANDA213329,SCIEGEN PHARMS,PHYTONADIONE,TABLET,ORAL,Prescription,other,946.38
ANDA213335,SPECGX LLC,DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE,TABLET,ORAL,Prescription,cancer,26244.69
ANDA213338,ACCORD HLTHCARE,DOFETILIDE,CAPSULE,ORAL,Prescription,cardiovascular,6292.35
ANDA213348,SUNSHINE,RIVAROXABAN,TABLET,ORAL,Prescription,chronic respiratory,3076.32
ANDA213394,UTOPIC PHARMS,METFORMIN HYDROCHLORIDE,"TABLET, EXTENDED RELEASE",ORAL,Discontinued,cardiovascular,2851.67
ANDA213404,MSN,CLOBAZAM,TABLET,ORAL,Prescription,other,412.28
ANDA213412,ALKEM LABS LTD,CHLORTHALIDONE,TABLET,ORAL,Prescription,other,366.11
NDA213433,SUN PHARM,WINLEVI,CREAM,TOPICAL,Prescription,cancer,17415.41
ANDA213460,MEITHEAL,CARMUSTINE,INJECTABLE,INJECTION,Prescription,HIV,2412.61
ANDA213475,ORYZA,DOXYCYCLINE HYCLATE,TABLET,ORAL,Discontinued,other,387.28
ANDA213524,HIBROW HLTHCARE,ALBUTEROL SULFATE,TABLET,ORAL,Discontinued,other,179.14
